departure_time,arrival_time,flight_id,aircraft_id,itinerary_no,ticket_no,flight_cost,origin_airport,destination_airport,frequent_flier,travel_date,airplane_model,frequent_flier_no,passenger_name,passenger_country,tail_no,distance,turbulance,temp_at_dept,fuel_consumed_litre,taxi_duration_mins,avg_flight_speed_kmps,engine_performance,passenger_dob,passenger_flight_class
01:14:49,03:31:49,HAP61549,AI805,14770608,OL-80802-KE-494,904.56,Americus,Athens,False,2021-03-23,Boeing 747-300,,Leonel,Brazil,O240DX,3279,1,-7.0,62400.8,52.0,900.1,26912,1968-10-06,executive
01:22:49,02:13:49,PHP92126,AI141,64262072,AY-23002-DY-939,4162.91,Pullman,West Memphis,True,2022-06-12,Boeing 777-300,549798LT,Otelia,Bhutan,B972OA,3982,1,-14.7,66862.8,55.0,910.2,27052,1995-03-09,premium economy
15:34:49,16:46:49,JJV32061,AI698,42237200,CD-56318-MB-460,5789.14,McKeesport,South Bend,False,2021-04-27,Fairchild Dornier Do.328,,Marquis,Bosnia & Herzegovina,L298JB,5643,0,-7.1,67435.7,88.0,1281.8,47512,1979-12-10,executive
16:28:49,16:48:49,WHL05670,AI860,171005236,TA-83932-SM-405,5298.81,La Verne,Peekskill,True,2021-08-02,Boeing 767-300,048992OT,Rema,Palestinian Territories,C753SK,3050,0,-10.6,42585.3,41.0,919.1,26644,1994-04-29,premium economy
00:38:49,01:59:49,UDJ36560,AI334,189257676,GJ-99409-VW-182,1183.87,Kirksville,Durango,True,2022-05-06,Boeing 747 LCF Dreamlifter,194275AV,Colin,Congo - Kinshasa,P737OO,918,4,-10.4,7187.2,45.0,621.1,6304,1980-05-22,business
20:11:49,20:33:49,RVF70804,AI004,189102164,QT-73664-FJ-029,2230.63,Berea,Shelton,True,2022-02-04,Piper PA-46,635853MO,Blossom,Equatorial Guinea,D291NE,952,5,-7.8,7326.8,97.0,624.3,7904,1990-09-29,premium economy
00:45:49,01:04:49,VFW36269,AI077,97558969,SP-63522-CZ-503,3848.21,Medford,Logan,True,2021-05-08,Convair Convair CV-600,067419VM,Latina,Turks & Caicos Islands,U676AX,3048,0,-5.2,59152.0,17.0,970.8,28627,1967-12-07,executive
06:15:49,07:03:49,JAY17299,AI781,131707214,XM-18903-VN-041,5102.38,Glenview,Sierra Vista,True,2021-11-05,Cessna 172 Cutlass RG,820798BX,Oswaldo,Cameroon,Y228KF,2912,0,-9.2,22646.7,117.0,928.5,27290,1977-11-30,executive
22:12:49,00:03:49,GJW59838,AI829,128248927,TO-86162-AO-114,4091.0,Perth Amboy,Urbana,False,2021-12-15,Boeing 737-600,,Nam,Venezuela,Q903TO,3318,0,-11.3,63134.0,28.0,916.2,26860,1983-05-29,business
02:04:49,03:45:49,DFC52556,AI386,62494972,QR-75777-QZ-405,4642.92,Sacramento,Binghamton,False,2021-10-08,Tupolev Tu-214,,Calvin,Sri Lanka,T461QV,3899,1,-14.5,66226.3,112.0,904.0,28788,1992-03-03,premium economy
12:22:49,14:48:49,KKT86673,AI070,181437609,YH-36766-KX-056,1091.97,Quincy,Brighton,False,2022-03-12,BAe 146-300,,Stanford,Kuwait,P402AK,2921,0,3.7,24088.0,112.0,908.0,20760,1965-08-17,executive
19:08:49,20:08:49,NKQ98739,AI079,181251370,PD-15395-LJ-977,6678.05,Rutland,Hobart,True,2021-06-17,Pipistrel Virus,822982SY,Forest,Swaziland,L528YH,748,8,-6.2,7231.5,35.0,503.8,6465,1995-03-03,premium economy
09:22:49,10:02:49,LXF98202,AI778,18134891,WB-59984-OO-380,7914.83,Blaine,Lehi,False,2022-01-20,Convair CV-240,,Basil,Zambia,V008MX,2747,1,1.7,23774.6,40.0,934.6,19758,1973-07-08,executive
01:58:49,03:50:49,OCJ00792,AI556,112270977,HB-37795-KT-567,1418.01,Colorado Springs,South Pasadena,True,2021-04-01,Embraer Praetor 650,291482HG,Sylvester,Romania,P746UT,1796,1,-14.4,21832.5,60.0,833.6,15361,1979-05-08,executive
13:07:49,15:00:49,SNU49837,AI551,95501130,ZH-61743-KA-115,7752.94,Mayfield Heights,Galesburg,False,2021-09-22,Cessna Citation CJ2,,Ayesha,Cayman Islands,H850FJ,3366,1,-12.4,55830.6,80.0,958.1,26379,1988-06-10,business
07:14:49,09:29:49,WSD82028,AI149,183364628,AU-05762-EW-554,2650.03,Altamonte Springs,Oswego,False,2021-10-18,Cessna Citation Sovereign,,Georgine,South Korea,F278JK,6292,1,-7.4,69133.8,106.0,1408.5,57236,1977-07-22,executive
01:31:49,02:28:49,KCA86557,AI736,139727140,DK-83271-FC-482,1859.49,Milwaukee,Revere,True,2021-08-03,Boeing 787-10,065550GZ,Pandora,Greenland,B235LY,4059,0,0.3,62627.8,50.0,1246.0,26818,1971-06-26,executive
19:00:49,19:33:49,BLP88428,AI516,192462017,AQ-45747-OS-158,1655.6,Edwardsville,Westlake,False,2022-03-29,Tecnam P92 Eaglet,,Monroe,Sierra Leone,K599GA,5545,0,8.6,65677.6,43.0,1364.1,44872,1981-01-23,business
01:23:49,02:31:49,UXS46909,AI182,89331449,UW-25927-LH-422,5044.36,La Vista,Cathedral City,False,2021-06-09,Boeing 747-300,,Troy,Belize,T275UL,2169,0,0.8,18725.1,39.0,932.5,16274,1982-04-16,business
17:40:49,18:12:49,XTS50242,AI320,12058874,TN-63775-JK-240,6371.27,Altamonte Springs,Rosemead,False,2022-02-12,Boeing 787-10,,Remona,Malawi,K643XN,5862,0,-7.6,68110.9,51.0,1137.6,40247,1965-11-04,executive
04:16:49,06:22:49,UGZ16741,AI283,97251398,NN-36081-US-685,5081.41,San Fernando,Tualatin,True,2021-11-26,McDonnell Douglas MD-82,359044FK,Sherley,Palau,C290OG,6233,0,-8.7,68764.0,54.0,1725.7,54274,1980-10-14,business
20:45:49,21:37:49,AKM81451,AI380,86127129,PM-60706-TP-255,3644.56,Hillsboro,Memphis,False,2021-10-15,Antonov AN-140,,Verlie,Romania,F979IX,5284,1,-12.7,64221.9,43.0,1046.7,37745,1978-09-15,executive
16:13:49,17:05:49,YAL94016,AI356,103460544,CL-52740-GM-027,1312.18,LaGrange,Manitowoc,True,2021-11-29,McDonnell Douglas MD-87,586977NF,Dann,Ceuta & Melilla,K945BQ,4665,0,-11.4,58014.1,113.0,1348.3,24199,1989-09-17,business
17:55:49,20:17:49,XYT74177,AI586,147446813,DL-25134-OB-309,3065.79,La Habra,Bristol,False,2022-01-17,Boeing 767-300,,Dante,Paraguay,I850OV,5307,1,-10.9,60256.9,100.0,1066.3,42637,1995-06-22,premium economy
08:08:49,10:28:49,LNB93820,AI692,68491709,GC-12378-BL-862,5580.07,South El Monte,Overland Park,False,2022-01-07,Boeing 737-300,,Maximo,Mauritius,C598AD,6113,0,-8.7,62692.3,97.0,1657.9,58736,1968-01-26,executive
02:56:49,03:18:49,BQB80130,AI924,85011130,SU-83862-KQ-840,3902.35,Virginia Beach,East Chicago,True,2022-05-23,De Havilland Canada DHC-2 Turbo-Beaver,478319XV,Ignacia,Lesotho,K694WB,4794,1,-14.2,56486.7,41.0,1030.8,25099,1993-03-18,premium economy
19:33:49,19:46:49,BOA31973,AI126,123414108,TN-67752-PH-330,2518.87,Jacksonville Beach,Alexandria,True,2021-10-13,McDonnell Douglas MD-11C,148349SW,Victorina,Tonga,Q786GD,6105,0,2.7,64636.7,54.0,1675.5,53268,1978-12-07,executive
17:42:49,19:25:49,WWY33189,AI486,171970295,VH-33755-DV-500,5449.49,Taylor,Belmont,True,2021-12-14,Douglas DC-8-62,676979IW,Page,Venezuela,P020UP,2628,0,-12.8,24571.6,98.0,922.1,22648,1980-05-04,business
13:54:49,16:37:49,SMN95551,AI942,28556400,VG-54579-JW-359,1697.38,West Springfield,Parkland,False,2022-03-16,Airbus A300B4,,Beckie,Barbados,V686SR,3319,1,-1.4,58808.9,82.0,995.7,26431,1972-10-16,executive
01:58:49,04:15:49,KGI65951,AI539,136365414,JA-47802-NF-913,4611.28,Melbourne,Aventura,True,2021-11-26,Ilyushin IL86,520229VA,Mabelle,Cayman Islands,G888WJ,2667,1,-14.2,22890.6,97.0,920.6,19267,1976-01-21,executive
03:50:49,04:24:49,FIN76994,AI051,108040149,NC-31909-SX-828,5553.15,Draper,New Port Richey,False,2021-02-23,Airbus A220-100,,Shizuko,Cameroon,G530QG,2551,0,-8.7,23202.3,90.0,936.3,26289,1987-03-04,business
18:53:49,19:35:49,UWH34450,AI827,28751462,BZ-80611-PL-635,5367.62,Palm Beach Gardens,Bergenfield,False,2022-05-19,Fokker 50,,Inell,Monaco,D492XQ,4358,1,9.6,62293.0,22.0,1347.6,25786,1980-12-20,business
19:49:49,20:35:49,KNO39783,AI048,55814986,GI-69072-YI-047,7514.01,Montebello,Naugatuck,False,2021-07-20,Cessna 162,,Bronwyn,Iceland,W114XC,642,7,-7.8,7394.8,89.0,692.2,5428,1966-03-28,executive
18:15:49,19:57:49,WSP13405,AI026,132521522,ST-28726-SR-306,1440.16,Paterson,Somerville,False,2022-02-19,Cessna Citation I,,Jacquetta,Iran,O929GO,3163,0,-10.7,44598.1,65.0,926.0,27505,1973-07-04,executive
06:26:49,08:46:49,ZQJ69873,AI503,179528115,HH-24980-FU-316,5363.06,Bell,Mankato,True,2021-04-14,Cessna Citation CJ4,141221IR,Owen,French Southern Territories,U549FJ,2784,0,-14.9,24449.3,58.0,915.4,21974,1990-09-24,premium economy
16:19:49,16:53:49,VAF72642,AI044,99266137,MZ-13742-FE-581,6294.16,South Bend,Baldwin,False,2021-06-08,Embraer Praetor 500,,Denyse,American Samoa,R057KF,1963,1,-5.1,28867.8,38.0,824.9,11577,1989-09-22,business
01:34:49,02:51:49,GQB54812,AI957,187098084,LZ-22808-VO-830,1803.53,White Plains,Key West,False,2021-11-09,De Havilland Canada DHC-8-100 Dash 8,,Noble,Paraguay,M599SG,5279,1,7.5,57856.8,44.0,1179.8,37882,1969-08-10,executive
11:06:49,12:36:49,USE95438,AI711,121876710,YV-55474-CK-863,2896.12,Kearny,Champlin,False,2022-04-15,Antonov AN-124 Ruslan,,Anthony,Cook Islands,F659RN,6323,0,-12.3,65763.3,79.0,1499.4,58377,1993-03-30,premium economy
08:34:49,10:51:49,ZSU76332,AI126,101564507,GY-84727-PP-744,1320.83,Ventura,Zion,False,2022-05-24,CASA/IPTN CN-235,,Charis,Croatia,T483VO,3830,0,7.5,66661.3,84.0,941.6,25052,1983-04-08,business
19:28:49,19:55:49,NOD10589,AI231,72967419,BV-60427-AB-211,7193.23,Simpsonville,Machesney Park,False,2022-03-27,Learjet 35,,Bernarda,China,R970YP,2319,0,9.3,19147.6,111.0,925.1,19487,1976-01-26,executive
23:57:49,01:24:49,NHJ54601,AI113,64056159,EN-54164-SQ-359,5329.01,Ballwin,Troy,True,2021-11-24,Embraer 170,369149OK,Tommy,Aruba,A155EN,6156,0,-7.8,69086.4,46.0,1795.5,53073,1978-05-12,executive
11:33:49,13:12:49,XNO58294,AI596,157783868,MH-89331-WH-025,2918.11,Burton,West Allis,True,2022-04-17,Boeing 737-800,890583LW,Fermin,St. Lucia,E992CT,3873,0,-7.4,62553.8,20.0,912.3,29286,1968-04-26,executive
22:01:49,23:21:49,CNM44939,AI295,83307051,BN-46400-YF-974,1941.01,Mercer Island,Sapulpa,False,2022-04-01,Dassault Falcon 50,,Lou,Ecuador,H080NP,2082,0,1.6,19019.2,52.0,935.8,18643,1975-08-11,executive
01:55:49,02:42:49,VVK68544,AI039,185613442,VJ-75803-YK-593,5280.67,Twinsburg,Muskego,True,2022-05-16,Douglas DC-9-30,449014YT,Gilma,Tanzania,O769WK,2701,0,-6.3,22702.0,75.0,933.7,26237,1967-06-21,executive
10:08:49,11:35:49,GSA55641,AI806,138696872,UN-76044-WP-298,1136.73,Reedley,Nixa,True,2021-08-05,Tecnam P2012 Traveller,289766SQ,Francis,Swaziland,L268ND,6083,0,-1.8,56730.2,61.0,1301.9,58090,1980-06-06,business
21:16:49,22:58:49,YQV58488,AI500,71306351,ZK-76566-CE-167,5839.86,York,Bixby,False,2022-06-06,Pipistrel Taurus,,Max,Niue,R138AM,1205,6,-9.4,16767.8,75.0,821.8,12970,1986-12-08,business
10:23:49,12:30:49,BJQ26318,AI466,36866241,GD-00124-NI-151,2293.73,Terre Haute,San Pablo,True,2021-05-29,GippsAero GA8 Airvan,528218PA,Viki,Tonga,C280LO,3954,0,-5.7,64360.2,30.0,928.3,28681,1995-05-02,premium economy
10:35:49,11:34:49,XKC35748,AI793,96641134,TW-22179-PQ-119,3790.89,Santa Fe,Central Falls,True,2021-07-20,Ilyushin IL76,679898RG,Allen,Gambia,W821QC,610,7,-1.3,7229.6,73.0,551.8,5713,1992-07-28,premium economy
12:38:49,13:20:49,IGJ17042,AI450,68243411,PG-47568-TP-440,5433.39,Des Moines,Antioch,False,2021-12-17,Hawker Siddeley HS 748,,Bud,St. Vincent & Grenadines,S955FC,6446,1,7.0,69527.2,88.0,1670.5,54107,1989-08-16,business
05:07:49,06:07:49,IVK27054,AI311,145287400,GB-33277-OQ-023,5136.25,Dunedin,South Burlington,False,2021-11-28,Douglas DC-9-40,,Angelena,Comoros,C130GH,5673,0,-8.2,67202.7,63.0,1306.1,42050,1979-09-15,executive
04:40:49,06:28:49,ZVD09166,AI090,78746582,XE-64591-ZV-195,4084.41,Daytona Beach,La Cañada Flintridge,False,2022-01-31,LET 410,,Matt,Kenya,S154JM,2529,0,-8.8,24660.4,112.0,913.9,21973,1981-04-02,business
07:34:49,10:01:49,GRI92786,AI609,163555535,AP-53142-DZ-391,4531.35,Woodburn,McHenry,False,2021-05-29,Airbus A330-900neo,,Tandy,Ecuador,P381UD,4846,0,-2.4,65736.6,58.0,1317.2,29572,1987-08-23,business
10:01:49,11:36:49,KRS62751,AI448,77074668,ZT-36955-TG-475,4178.93,Colleyville,Wadsworth,True,2021-04-23,Saab 2000,334154CQ,Georgann,Aruba,Y743GR,1434,4,-14.8,16348.8,112.0,806.7,16837,1985-06-13,business
00:59:49,03:31:49,TKI32231,AI898,71122190,JZ-46271-DV-185,6053.76,Walnut,Farmington,False,2021-08-30,Tecnam P96,,Gus,Bahrain,R801IB,1889,1,-11.4,22622.2,90.0,832.2,12060,1991-04-19,premium economy
22:26:49,23:53:49,QYE84233,AI281,108671925,RO-64832-AN-160,6365.17,Mequon,Bonney Lake,False,2021-05-23,Mitsubishi Mu-2,,Steve,Serbia,F827JX,2520,0,-11.2,23191.5,106.0,937.2,24285,1966-12-07,executive
14:15:49,14:54:49,WHC34406,AI644,186855469,XU-23688-GG-240,7023.86,Rocky River,Paramus,True,2022-05-17,Boeing 747-200F,111154HZ,Waylon,Iran,S147ZH,4867,1,5.1,63197.0,47.0,1397.0,28550,1985-08-12,business
02:12:49,03:39:49,VEB49547,AI506,71763396,PR-52382-LF-312,2748.46,Huntersville,Upland,True,2021-12-05,Pipistrel Sinus,258093XN,Moriah,Sierra Leone,U932VU,6114,0,2.2,69161.1,19.0,1790.8,57082,1985-01-29,business
20:39:49,22:22:49,DXR03573,AI607,167002700,YT-94381-IX-254,4154.13,Eustis,Racine,False,2021-10-27,Airbus A300B4,,Deloras,Togo,Y836YV,2140,0,1.4,18396.4,117.0,921.1,19946,1993-05-29,premium economy
12:03:49,13:56:49,FEN88988,AI410,85499840,XV-64015-BK-842,4308.21,Chico,Ramsey,False,2022-01-27,Curtiss C-46 Commando,,Max,Tajikistan,G998YF,1887,0,-8.8,17316.2,24.0,825.7,11477,1989-02-15,business
22:22:49,23:04:49,RCX92682,AI564,17810395,TF-87405-ZL-746,5252.79,Paramount,Ashland,True,2022-01-05,Boeing 747-8I,878795CF,Audria,Yemen,V516RZ,6282,0,-11.9,57782.4,38.0,1670.9,52195,1972-10-08,executive
12:40:49,13:17:49,ZZX23381,AI000,52416800,BH-23226-EC-558,5125.53,Cape Girardeau,Mequon,True,2021-06-03,Boeing 747-400M,303465DX,Doug,Ethiopia,M547VK,2735,1,-6.6,23686.2,24.0,916.5,21593,1995-06-05,premium economy
15:24:49,16:44:49,XUU65413,AI301,52802063,PU-09170-GQ-351,1312.63,Walnut,Sherwood,False,2021-11-22,Cessna Citation X,,Cristopher,Iceland,X004HZ,2210,0,8.1,18462.3,66.0,934.4,16963,1966-10-27,executive
09:57:49,12:24:49,RZO85992,AI354,44518274,UD-70737-SN-706,7203.29,Naples,Memphis,False,2022-01-20,Embraer EMB 110 Bandeirante,,Jimmie,St. Martin,Z245JN,953,7,-6.3,7420.1,24.0,672.2,7537,1991-05-12,premium economy
03:26:49,03:44:49,UHD82733,AI501,13302757,IU-75362-GV-378,497.12,Cape Coral,Calexico,True,2021-06-04,Pilatus Britten-Norman BN-2A,949543WT,Jeromy,Peru,B706ES,4063,0,-13.0,69761.8,88.0,1057.8,30283,1970-03-01,executive
23:33:49,00:21:49,TZK30274,AI712,127103502,SP-98500-UM-931,7887.64,Leavenworth,Casper,False,2021-10-15,Curtiss C-46 Commando,,Gabriel,Caribbean Netherlands,K987OR,764,8,-6.3,7085.9,58.0,616.1,7344,1995-06-10,premium economy
10:35:49,13:06:49,IIX29670,AI455,133623616,VH-10333-BN-660,1404.85,Vancouver,San Mateo,False,2021-11-08,Beechcraft 1900,,Rocco,Tajikistan,I653HK,1356,7,-11.6,14217.8,46.0,811.1,14225,1983-11-05,business
06:59:49,07:15:49,SRZ88896,AI232,93768078,FJ-38397-TF-937,6139.58,Grapevine,Manassas,True,2021-03-21,Cessna Citation Excel,500142UB,Jamie,Burundi,O282JZ,3298,0,-10.6,69060.7,99.0,967.7,29221,1977-10-18,executive
07:35:49,10:23:49,UBY07439,AI076,174526832,XW-57577-UI-482,3745.69,Buena Park,Romulus,True,2021-02-01,Boeing 747SR Freighter,855759TK,Antione,Guadeloupe,B052XA,5565,1,-6.7,60415.5,111.0,1079.8,44359,1995-01-30,premium economy
15:34:49,16:56:49,MHW98807,AI835,112400272,SS-42836-RO-793,6824.66,Southaven,Broken Arrow,False,2022-03-18,Avro RJ100,,Jan,Estonia,C378ZH,912,3,-10.2,7496.5,101.0,635.1,7945,1984-05-10,business
19:25:49,20:21:49,DLV02376,AI452,140670752,UD-17286-LT-246,6486.04,Rochester Hills,Ottumwa,True,2021-03-31,Avro RJ70,852686PB,Yuri,Albania,E095VA,3922,1,8.8,64937.0,57.0,964.8,26361,1969-06-08,executive
14:23:49,16:36:49,LXO58826,AI418,40320506,UP-91129-XZ-845,3407.03,South Pasadena,Bristol,False,2021-02-02,Airbus A319,,Frank,Réunion,P508QT,3205,0,-9.2,54485.9,107.0,915.8,25290,1966-09-21,executive
15:30:49,16:31:49,LEM22001,AI529,179818289,FV-89098-NF-079,2241.52,Pompano Beach,Twentynine Palms,False,2021-12-09,Curtiss C-46 Commando,,Keli,Moldova,J318ZP,625,2,-13.0,7215.0,82.0,608.1,7076,1967-06-06,executive
02:56:49,04:32:49,CUD76965,AI444,160950854,OF-29981-CG-139,6534.0,Hannibal,Garner,True,2021-03-21,Tecnam P96,980603GL,Blaine,Comoros,G297RI,1888,0,-14.2,17903.9,110.0,844.0,12505,1983-06-13,business
22:21:49,01:09:49,XVH01524,AI408,28718428,WP-10212-VO-001,2339.36,Chambersburg,La Mesa,False,2021-05-01,Convair Convair Convair CV-640,,Bill,Ethiopia,V621ZA,3480,0,-6.8,69672.4,28.0,916.1,27797,1984-11-13,business
23:38:49,01:04:49,ZWD75903,AI681,76746050,PR-39255-SZ-243,2308.14,Aurora,New London,True,2022-04-29,Antonov An-158,388040AT,Jenise,St. Pierre & Miquelon,I273JB,5313,1,-11.0,59399.8,37.0,1084.1,38887,1969-02-07,executive
18:19:49,20:49:49,ZIY75413,AI737,61212010,VW-42381-NL-846,2018.35,Avon Lake,Burlington,False,2021-07-27,Boeing 747 LCF Dreamlifter,,Mui,Spain,D022SJ,4856,0,-8.4,58282.9,110.0,1132.6,29046,1970-06-13,executive
02:27:49,02:38:49,YGE00318,AI519,114253440,LK-30505-IM-268,4448.71,Jacksonville,Kalamazoo,False,2022-01-29,Boeing 737-700,,Clinton,Guadeloupe,Z989BU,4815,1,-14.5,66023.9,57.0,1341.0,26027,1984-12-29,business
18:09:49,19:08:49,LTF03776,AI562,173188199,WY-94330-HY-082,7779.43,Norco,Chino Hills,True,2021-06-21,Beechcraft 1900,354991HC,Sixta,Côte d’Ivoire,L118GB,1983,1,6.6,21978.9,81.0,826.1,17294,1994-08-04,premium economy
12:23:49,13:11:49,RGO21914,AI446,17686017,PF-29253-MD-579,7639.84,Woburn,Saco,False,2021-07-03,Airbus A340-600,,Tyron,Malawi,R656TN,3397,0,-10.1,66785.4,30.0,929.6,29704,1985-06-01,business
03:28:49,03:50:49,OPI65225,AI849,47635084,RI-99125-FG-789,1972.82,Waco,West Chester,True,2021-08-21,BAe 146-200,743137LV,Keren,Montserrat,N860BA,3031,0,-7.6,40471.6,77.0,997.6,25239,1968-05-01,executive
18:15:49,20:18:49,QNC46170,AI853,53164223,JV-84145-BR-675,4986.55,Azusa,Oak Lawn,True,2021-11-22,Antonov AN-24,792317QA,Hildred,Gabon,F319IY,3458,0,-7.8,63731.0,25.0,903.2,27692,1993-07-11,premium economy
00:17:49,01:46:49,RXM93053,AI341,110000675,WL-56368-TP-662,5536.5,Sunrise,Winter Springs,False,2021-11-10,Airbus A340-500,,Roberto,Canary Islands,O500VA,1322,7,-5.8,14320.9,82.0,827.6,12753,1994-10-06,premium economy
07:52:49,10:19:49,FYC22152,AI417,93581453,XD-20701-GZ-166,1217.55,Fort Lauderdale,Bessemer,True,2021-08-26,Sukhoi Superjet 100-95,589717ZA,Kelly,St. Pierre & Miquelon,X009PH,4649,0,-8.9,68147.5,92.0,1282.7,26876,1980-10-11,business
19:45:49,21:39:49,WMN28001,AI834,136717604,RE-91596-UA-404,2893.84,Owensboro,Butte-Silver Bow,True,2022-04-10,Diamond DA62,476528ET,Rodger,Turks & Caicos Islands,I495KT,5149,1,4.0,57645.5,116.0,1067.5,43165,1988-01-08,business
16:37:49,18:23:49,IAO47039,AI333,128650307,BU-03886-DR-807,2162.02,Glen Cove,Fort Lauderdale,False,2022-03-09,Canadair Regional Jet 700,,Beau,Qatar,F032OD,4690,1,5.4,61582.5,97.0,1213.4,28778,1981-08-10,business
21:58:49,22:44:49,QWF91276,AI227,114582198,JY-12031-EW-296,4596.62,Walla Walla,Plainview,False,2022-02-28,Saab 2000,,Ollie,Trinidad & Tobago,L913HG,3266,1,-11.5,57008.3,116.0,939.5,28854,1985-08-10,business
18:58:49,19:18:49,XLK40759,AI377,120080562,YK-54230-AV-634,2482.05,Cleveland Heights,Ceres,False,2021-09-10,CASA/IPTN CN-235,,Charles,Sri Lanka,G908HE,1098,7,-8.4,12932.8,64.0,829.2,14974,1969-06-13,executive
21:27:49,23:57:49,VEL44302,AI585,92902900,AP-67984-WV-382,4443.07,Harrisonburg,Reedley,True,2021-02-03,Tupolev Tu-214,601875IY,Willette,Mozambique,E647CY,3885,0,-13.1,69220.2,99.0,989.4,29106,1980-05-19,business
05:59:49,08:16:49,INI67908,AI156,160113393,SJ-70883-RN-947,6654.9,Richardson,Danville,True,2021-11-16,Airbus A310-300,841021CZ,Taunya,Central African Republic,C884DB,2360,1,-13.8,18784.9,26.0,909.5,17406,1988-05-10,business
10:43:49,13:38:49,PRF88123,AI587,119683543,AF-28082-EV-779,6439.32,Aiken,Murrieta,True,2021-12-26,Antonov AN-30,089389GS,Helaine,Turkey,R854OY,6361,1,7.0,68209.9,92.0,1652.0,56013,1979-05-05,executive
07:10:49,08:27:49,HSN97103,AI263,76143343,PR-45995-SW-112,705.11,North Lauderdale,San Dimas,False,2021-09-10,Antonov AN-12,,Kamala,Equatorial Guinea,L917NE,1350,3,-9.9,16501.3,61.0,820.7,14524,1967-04-28,executive
01:20:49,03:33:49,DVZ74389,AI914,188342560,JS-50402-CW-214,7325.67,Carlisle,Fontana,False,2021-07-01,Piper PA-44 Seminole,,Malcom,Czech Republic,E133GU,4274,1,-5.3,56049.0,29.0,1227.3,30200,1994-04-02,premium economy
00:43:49,03:19:49,KYU79421,AI938,103250489,CF-61927-RF-993,7233.91,Union City,Greenwood,False,2021-07-14,BAe 146-300,,Conrad,Cocos,A014XH,978,2,-9.1,7375.5,110.0,565.8,6741,1990-06-16,premium economy
19:44:49,20:12:49,MAV27401,AI341,89073299,ZD-12469-TO-227,3963.88,Tifton,Abilene,True,2022-04-18,Canadair Regional Jet 200,957646JJ,Natisha,Haiti,K146GH,2048,0,-8.3,19181.6,90.0,916.5,17420,1971-10-12,executive
08:50:49,09:42:49,CGV72762,AI882,42629242,GE-47194-RQ-087,2194.26,New London,Delano,False,2021-10-24,Embraer RJ140,,Tory,Senegal,P382JK,4135,1,7.6,67871.8,57.0,1123.0,28919,1991-01-26,premium economy
17:04:49,17:20:49,XML45217,AI602,116506254,IJ-44495-VS-969,2552.47,Homestead,Midvale,False,2022-03-22,Saab SF340A/B,,Quintin,Antarctica,T237PF,4955,1,-14.5,59729.0,78.0,1081.4,30896,1984-11-17,business
19:15:49,20:08:49,IGB21935,AI740,140700115,AI-57091-EL-834,3564.59,Laguna Woods,Charlottesville,True,2021-12-01,Convair Convair Convair CV-640,068469FF,Burt,South Georgia & South Sandwich Islands,T265JE,6211,0,1.3,64944.3,82.0,1360.0,54921,1976-08-27,executive
20:50:49,22:54:49,NAL53056,AI980,68235678,NW-79643-FP-732,5667.32,Maricopa,Tacoma,True,2022-06-10,Avro RJ85,156793SX,Naoma,Egypt,C688GE,4517,0,7.3,69160.7,108.0,1021.4,30947,1979-09-20,executive
02:26:49,03:05:49,UGQ95533,AI601,74164298,ML-88101-QS-334,2665.74,Lorain,Kokomo,True,2021-12-14,Boeing 777-200,892865JL,Kristofer,Aruba,T157YN,1422,2,8.7,12628.8,68.0,818.1,17627,1971-04-10,executive
05:38:49,08:07:49,MUK32232,AI714,95414470,IG-29542-XF-594,2408.14,Grand Island,La Verne,False,2022-06-12,Gulfstream/Rockwell (Aero) Turbo Commander,,Cristobal,Panama,T856TU,1515,0,-7.5,20115.7,114.0,840.6,14096,1975-06-26,executive
16:46:49,18:42:49,ALL79452,AI505,14574632,EQ-83298-OH-962,7129.09,Trussville,Sanger,False,2021-04-09,Boeing 747-8F,,Elroy,Lebanon,F700AV,2628,1,5.5,24575.8,85.0,923.8,19811,1972-04-03,executive
22:50:49,01:49:49,SJI58785,AI566,168015561,GF-59579-AC-993,6561.39,South Salt Lake,Bethlehem,True,2021-02-02,Boeing 737-400,713417QL,Nicholle,Macau SAR China,D144EW,2566,0,7.0,23945.4,76.0,914.6,26302,1972-11-27,executive
17:15:49,19:44:49,RDV44086,AI150,81614119,YC-91949-IA-629,5670.3,Shoreview,Edwardsville,False,2021-05-13,De Havilland Canada DHC-8-300 Dash 8,,Tiny,Bahrain,T639GB,788,8,-11.9,7440.6,71.0,660.4,6480,1992-06-24,premium economy
04:34:49,05:50:49,FGM27731,AI835,174522473,GL-82745-MJ-113,2685.8,Mentor,Yucca Valley,True,2022-02-19,McDonnell Douglas MD-82,626979FU,Tanna,Venezuela,R510WQ,4121,0,6.5,68744.6,89.0,1010.6,26674,1975-07-08,executive
23:54:49,00:39:49,TKT40058,AI795,16963672,EW-47687-TZ-052,2558.45,Beverly,Claremont,False,2021-11-20,Diamond DA62,,Grant,Niue,C466XK,3493,1,-11.8,58962.0,103.0,915.7,26086,1965-04-05,executive
01:45:49,01:59:49,SPS97032,AI888,117935304,DH-27643-IB-685,6884.05,Alhambra,South Portland,True,2022-05-31,De Havilland Canada DHC-5 Buffalo,526709ZT,Elsy,Zimbabwe,I449BL,1631,0,-8.1,29649.0,90.0,845.6,11584,1987-06-08,business
