applicant_id,applicant_name,applicant_gender,applicant_dob,applicant_country,applicant_qual_test_score,applicant_high_school_GPA,scholarship_grade,scholarship_pct,interview_date,interview_score,admission_date,institute_ids,course_name
235072,Erminia,Female,2004-03-06 19:41:05.190463,Bahamas,794.07,8.8,G,50.0,2023-03-01,77.9,2023-08-06 01:57:01.814677,IINS726,Electrical Engg
235073,Dennise,Female,2009-03-01 13:28:29.245470,Cameroon,636.5,8.8,J,35.0,2016-11-22,79.59,2018-12-03 10:26:24.291515,TTNI747,Environmental Sc
235074,Courtney,Other,2001-11-26 07:01:07.548467,Cocos,568.52,6.9,J,35.0,2025-12-31,76.86,2024-08-30 21:33:25.879482,ISSS782,Linguistics
235075,Ashlea,Female,2009-03-14 16:26:16.602552,Jamaica,500.05,8.8,J,35.0,2019-11-07,93.78,2017-02-04 05:11:19.757202,IINN789,Environmental Sc
235076,Ronald,Male,2009-08-23 05:59:42.624657,Uganda,583.98,9.1,J,35.0,2023-05-11,72.69,2018-04-05 22:58:59.287323,NITS726,Environmental Sc
235077,Kim,Other,2008-09-26 09:02:39.453708,Sudan,999.54,7.6,A,80.0,2018-04-09,76.88,2016-07-23 13:21:11.427585,IIDN161,Journalism
235078,Roosevelt,Other,2004-04-22 12:14:28.765311,Zimbabwe,886.17,8.6,C,70.0,2017-03-07,95.92,2024-11-09 22:21:56.603774,EUEE361,Computer Engg
235079,Johnny,Male,2001-12-06 03:17:04.582701,Isle of Man,546.11,9.9,J,35.0,2024-10-23,76.9,2024-11-17 03:40:05.866987,STIN793,Aerospace Engg
235080,Richard,Other,2002-08-12 20:31:23.714301,Nauru,756.57,9.1,G,50.0,2015-09-20,90.88,2024-12-07 17:29:23.281045,SNIN784,Arts
235081,Allan,Female,2005-12-17 07:24:01.708087,Somalia,887.14,6.9,G,50.0,2018-01-18,86.3,2023-09-21 18:10:29.037926,TNSI784,Linguistics
235082,Frank,Male,2003-03-31 13:44:28.047461,Djibouti,561.42,9.8,J,35.0,2025-07-09,97.15,2021-05-10 14:02:55.795122,SSIT731,Philosophy
235083,Lewis,Male,2002-10-14 23:27:56.520609,Timor-Leste,937.39,8.9,B,78.0,2016-03-17,87.12,2016-06-21 09:27:05.361287,ARAM275,Environmental Sc
235084,Faviola,Female,2007-01-29 16:13:25.973795,Austria,709.41,5.4,J,35.0,2019-08-07,73.61,2022-11-08 00:44:54.891117,TSTS743,International Business
235085,Julius,Other,2000-04-19 20:20:58.746965,Iceland,686.63,7.3,J,35.0,2022-03-07,77.33,2017-01-02 06:31:45.294513,TTTN755,Aerospace Engg
235086,Yung,Female,2001-03-04 18:32:38.201974,French Southern Territories,809.85,7.8,E,60.0,2025-08-29,75.58,2024-01-19 18:09:50.760682,MRRM526,Electrical Engg
235087,Dorine,Male,2004-08-30 08:08:25.683182,Gibraltar,989.78,8.3,A,80.0,2020-07-23,97.35,2020-07-27 01:47:26.564496,DNID200,Electrical Engg
235088,Birgit,Male,2006-04-01 15:59:44.238753,Panama,555.11,7.3,J,35.0,2018-05-24,73.14,2021-06-15 17:02:10.117587,STTN739,Psychology
235089,Theodore,Male,2007-05-12 09:33:19.136771,Norfolk Island,869.17,7.1,D,65.0,2025-09-30,81.63,2020-06-12 19:17:31.744618,AJAP418,Finance
235090,Rudolph,Other,2008-09-14 03:10:37.630033,Vietnam,509.22,9.8,J,35.0,2021-08-20,80.21,2021-12-27 18:18:03.805711,ISNN763,Electrical Engg
235091,Carlton,Other,2006-03-15 17:21:34.579427,American Samoa,616.65,9.4,J,35.0,2021-06-20,70.19,2025-10-28 17:37:13.601667,NTII738,International Business
235092,Jaymie,Female,2008-12-17 09:53:20.105241,Åland Islands,606.39,7.0,J,35.0,2023-09-17,81.14,2021-04-26 21:22:46.396006,TTNN710,Environmental Sc
235093,Trey,Other,2009-05-08 19:00:18.914739,Macedonia,971.86,6.6,G,50.0,2023-03-28,84.75,2016-01-17 02:07:22.707955,SSIT781,Environmental Sc
235094,Monserrate,Other,2008-05-16 15:09:59.174265,Peru,801.44,7.5,F,55.0,2022-05-11,88.34,2020-04-18 11:50:22.630257,GIGI607,Electrical Engg
235095,Barry,Male,2005-10-10 11:49:19.739947,Dominican Republic,759.65,9.3,G,50.0,2022-05-15,83.86,2019-01-20 19:35:38.055735,IIIN770,Aerospace Engg
235096,Carita,Female,2005-01-29 23:54:23.774931,Taiwan,921.11,9.9,B,78.0,2018-11-25,97.5,2024-10-14 00:05:10.928116,EARR288,Business Adm
235097,Mallie,Female,2007-07-23 21:45:23.276589,Nepal,526.46,5.7,J,35.0,2015-03-17,75.27,2017-05-14 20:55:47.721456,IIST730,Electrical Engg
235098,Bradley,Other,2010-12-06 23:09:10.031770,South Korea,633.29,5.4,J,35.0,2020-09-09,96.0,2015-10-24 01:44:41.915612,IIIT751,Business Adm
235099,Ryan,Other,2010-04-01 22:55:22.595468,Lithuania,745.79,6.7,H,45.0,2023-11-07,72.37,2022-04-06 06:10:46.560220,NSSN711,Arts
235100,Gregorio,Female,2004-05-28 09:43:50.614609,Moldova,862.36,6.0,J,35.0,2020-06-14,70.27,2025-04-26 21:07:54.976399,NITN721,Aerospace Engg
235101,Mignon,Female,2000-06-05 15:30:44.391582,Anguilla,941.01,7.7,B,78.0,2025-02-16,91.02,2021-10-19 21:08:43.565127,RREE228,Philosophy
235102,Tequila,Female,2007-01-07 13:15:24.282825,Libya,708.35,8.4,H,45.0,2018-08-20,96.72,2020-05-23 14:12:12.315108,ITIN796,Computer Engg
235103,Genaro,Female,2006-10-23 19:15:47.335334,Micronesia,674.81,6.9,J,35.0,2022-11-15,93.39,2025-01-06 20:20:45.768187,TTNI748,Psychology
235104,Lashay,Female,2005-10-06 00:40:32.918780,Taiwan,600.71,7.0,J,35.0,2022-11-03,89.91,2016-12-10 05:04:05.032733,TISI737,Finance
235105,Dong,Male,2001-11-10 17:13:20.013435,Western Sahara,679.3,8.1,J,35.0,2015-02-02,83.86,2025-10-26 04:47:36.056846,TNIT728,Arts
235106,Dave,Female,2002-01-27 20:22:21.593456,Morocco,536.53,7.7,J,35.0,2017-05-08,71.81,2022-05-03 02:41:59.559265,TIIT726,Psychology
235107,Dannie,Male,2000-04-01 18:14:25.592994,Kenya,679.55,9.2,I,40.0,2025-02-06,80.56,2017-02-23 06:32:02.591821,IISN751,Electrical Engg
235108,Stormy,Other,2009-02-11 04:31:11.479773,Fiji,824.35,5.8,J,35.0,2019-11-14,91.29,2022-12-25 04:23:23.450488,SINS715,Environmental Sc
235109,Rossie,Other,2003-03-13 11:04:37.480125,Puerto Rico,592.53,9.5,J,35.0,2015-02-04,94.03,2025-09-25 06:59:28.063612,INNS769,Electrical Engg
235110,Lala,Other,2008-05-16 17:16:19.693509,Zimbabwe,810.28,10.0,E,60.0,2023-10-20,91.64,2019-10-04 08:59:10.174437,MSRR549,Philosophy
235111,Ayanna,Male,2004-08-15 03:44:28.799115,French Guiana,961.2,7.0,G,50.0,2025-06-02,78.79,2016-07-25 10:06:43.128693,SSIS767,Finance
235112,Sheldon,Other,2007-08-26 23:32:59.899225,Botswana,659.13,5.6,J,35.0,2025-07-18,86.45,2018-12-28 06:46:30.751101,NIST755,International Business
235113,Robby,Female,2008-10-27 13:39:16.615809,Tokelau,718.09,9.3,H,45.0,2020-05-25,77.64,2018-08-31 01:40:56.205969,STTN781,Arts
235114,Johnson,Female,2008-06-01 12:49:25.467493,Cyprus,738.21,8.8,H,45.0,2016-03-06,91.46,2025-10-04 23:36:12.785947,NSST800,Psychology
235115,Murray,Male,2002-12-29 21:44:27.177515,St. Martin,867.01,7.9,C,70.0,2017-05-20,78.46,2019-03-15 03:57:38.985627,REUU373,Civil Engg
235116,Neida,Other,2005-01-22 15:10:36.795556,Seychelles,916.26,9.9,B,78.0,2023-07-31,86.25,2024-12-17 13:46:20.151681,REAM274,Finance
235117,Rosario,Female,2007-06-05 14:33:32.496415,Niger,939.22,6.3,H,45.0,2025-02-28,79.77,2015-06-15 00:42:07.112287,ITNT758,Journalism
235118,Katrice,Other,2008-10-31 23:10:39.765899,Papua New Guinea,662.1,8.0,J,35.0,2022-04-06,78.62,2016-01-10 17:19:49.388701,NNIS744,Electrical Engg
235119,Birgit,Male,2001-06-12 11:17:48.227252,Iceland,519.66,8.7,J,35.0,2017-07-28,76.2,2016-03-05 10:33:26.528083,INNT749,International Business
235120,Hana,Other,2007-02-12 07:16:46.564799,Macedonia,515.33,9.0,J,35.0,2020-03-25,79.92,2025-10-10 01:03:14.622215,TSIN749,Arts
235121,Samuel,Female,2007-10-18 14:19:48.638133,Kuwait,672.57,5.1,J,35.0,2022-06-01,84.54,2017-10-19 15:34:05.185916,NISI776,Philosophy
235122,Jasper,Male,2006-02-16 19:56:54.662849,St. Lucia,778.74,5.9,J,35.0,2019-05-28,98.5,2020-10-22 15:15:54.023430,INNN734,Computer Engg
235123,Mathew,Other,2000-06-28 10:22:30.532762,Turkey,857.84,8.1,C,70.0,2018-08-23,82.01,2020-06-05 04:11:08.772026,EEUU334,Finance
235124,Jesus,Other,2000-11-13 21:21:51.272665,Guatemala,576.4,6.3,J,35.0,2016-06-02,71.23,2019-08-29 06:28:45.282356,NSST763,Linguistics
235125,Ignacia,Female,2006-07-20 00:28:45.003034,Kenya,747.16,5.1,J,35.0,2020-12-26,74.11,2016-06-18 18:18:30.074797,NNSS776,Arts
235126,Fredric,Male,2005-11-01 17:33:00.423542,Haiti,947.66,5.9,J,35.0,2024-07-11,72.39,2016-03-27 21:56:34.600172,NNIT754,Business Adm
235127,Suk,Other,2006-04-23 08:05:36.651607,United Arab Emirates,846.33,8.1,E,60.0,2016-06-30,91.86,2023-04-28 03:37:11.725852,RMSS520,International Business
235128,Flo,Other,2007-09-07 22:28:37.202748,Haiti,597.8,5.4,J,35.0,2024-08-11,76.03,2021-11-04 01:37:23.272095,NITT796,Electrical Engg
235129,Talitha,Female,2002-09-20 20:00:49.239141,Ukraine,574.4,7.3,J,35.0,2025-07-14,89.15,2023-12-26 16:52:09.041165,STIS753,Finance
235130,France,Other,2009-10-02 01:27:01.779292,Yemen,771.01,5.2,J,35.0,2021-01-24,97.48,2017-12-24 09:52:03.659925,STNS703,Finance
235131,Vicente,Male,2007-08-02 18:53:47.571555,Guadeloupe,572.31,8.1,J,35.0,2020-03-14,95.77,2024-08-26 10:47:32.408773,NTIT750,Philosophy
235132,Junior,Female,2007-02-08 15:17:53.159753,Tonga,758.54,6.4,H,45.0,2018-04-18,70.78,2022-12-12 06:35:00.905253,TNNN712,Electrical Engg
235133,Catheryn,Female,2003-11-02 08:44:26.526846,Slovenia,982.38,8.5,A,80.0,2021-02-11,80.13,2016-01-18 04:21:25.025387,DNAD188,Civil Engg
235134,Maricruz,Male,2002-12-08 00:12:10.915399,Palau,712.28,5.2,J,35.0,2015-02-13,77.55,2017-12-08 14:27:38.748013,STNN734,International Business
235135,Walton,Other,2006-03-07 04:25:43.253714,Mauritius,690.39,8.9,J,35.0,2023-02-12,90.57,2017-01-14 16:28:13.750431,NTIN783,Computer Engg
235136,Ollie,Other,2009-01-14 18:55:57.438253,Pakistan,977.18,7.3,A,80.0,2017-01-22,91.23,2022-06-17 04:14:36.469568,ADDD116,Finance
235137,Cyrus,Female,2003-08-24 02:03:23.190037,Palau,662.97,8.8,J,35.0,2016-10-05,71.73,2025-07-03 11:51:19.998416,NSTI748,International Business
235138,Anika,Other,2006-08-06 09:24:10.307271,U.S. Virgin Islands,969.63,6.3,H,45.0,2022-11-28,74.77,2020-02-05 08:47:31.409668,TSNS716,Business Adm
235139,Laverne,Female,2001-08-28 05:22:34.806943,Jordan,998.62,7.2,A,80.0,2023-11-14,85.48,2025-09-18 08:14:18.195601,NNDD176,International Business
235140,Ayesha,Other,2008-12-03 15:03:34.612552,Tristan da Cunha,568.34,9.3,J,35.0,2023-04-08,94.63,2021-03-24 18:56:52.603374,ISSN793,Linguistics
235141,Hugo,Male,2004-10-26 08:27:57.677808,Angola,643.89,7.2,J,35.0,2025-01-24,92.45,2017-08-06 10:03:57.630433,TITN718,Finance
235142,Tamica,Other,2009-07-16 09:11:02.691371,Guinea-Bissau,648.48,5.7,J,35.0,2025-12-31,73.15,2018-02-17 20:25:53.461892,SNIN780,Philosophy
235143,Santos,Other,2000-12-25 11:42:22.082650,Falkland Islands,569.75,7.4,J,35.0,2025-09-01,95.47,2020-03-29 16:48:03.519900,SNTT799,Philosophy
235144,Otto,Female,2004-07-09 11:40:54.966265,China,725.46,7.0,H,45.0,2015-05-27,70.36,2017-06-04 02:31:52.934936,SNTN706,Environmental Sc
235145,Bryant,Male,2003-11-17 02:15:23.311126,Martinique,818.25,6.6,G,50.0,2022-11-29,84.55,2015-10-11 22:18:07.547311,SNTS704,Aerospace Engg
235146,Tobias,Female,2009-09-04 20:33:52.983209,Egypt,552.66,7.1,J,35.0,2017-10-08,91.7,2016-09-17 11:53:35.266123,TNSN734,Philosophy
235147,Eddy,Other,2002-08-14 00:16:43.470438,India,757.19,9.8,G,50.0,2022-08-05,78.71,2019-07-31 14:53:05.230711,TTSN721,Linguistics
235148,Pearly,Female,2009-08-25 22:09:48.544655,Mali,750.41,9.6,G,50.0,2021-07-28,77.77,2023-02-24 13:29:19.879265,STIN742,Environmental Sc
235149,Fidel,Female,2001-06-14 10:27:53.184969,Jersey,958.97,7.0,G,50.0,2019-10-27,76.13,2023-07-20 17:18:36.290999,NTNT785,Computer Engg
235150,Carmina,Male,2002-06-13 16:52:54.555865,Puerto Rico,930.86,9.6,B,78.0,2024-08-10,96.15,2015-10-17 22:11:30.026380,AEAA266,Psychology
235151,Pete,Other,2001-06-27 20:49:14.703091,Mongolia,785.81,9.8,G,50.0,2022-07-24,94.4,2016-09-04 04:19:50.114386,ITSN786,Computer Engg
235152,Darrel,Female,2008-06-07 22:48:20.440987,Mauritania,937.97,6.7,G,50.0,2024-02-04,97.39,2015-05-24 01:32:18.349395,NNST777,Arts
235153,Percy,Other,2010-04-24 10:41:25.966906,Netherlands,960.62,9.9,A,80.0,2018-10-11,95.51,2016-11-18 11:42:04.104463,IIDN105,Philosophy
235154,Vinita,Male,2000-02-25 20:20:53.645454,Mauritius,691.84,9.2,I,40.0,2020-05-05,78.42,2025-06-11 18:17:14.087770,SNSI702,Journalism
235155,Lucas,Other,2007-09-17 03:22:57.571747,Nicaragua,772.5,5.2,J,35.0,2023-01-19,83.32,2021-02-04 02:48:53.807542,TINT728,Philosophy
235156,Alec,Male,2003-08-29 01:33:44.053557,St. Pierre & Miquelon,999.81,9.9,A,80.0,2023-12-11,86.65,2021-05-15 16:08:51.284851,AAAN125,International Business
235157,Louie,Other,2009-11-28 06:24:14.085776,Bangladesh,591.18,7.8,J,35.0,2016-03-21,70.86,2017-11-21 17:53:25.969557,SSNS701,Psychology
235158,Ty,Other,2010-11-12 05:00:47.951385,British Virgin Islands,500.64,9.8,J,35.0,2016-08-22,71.76,2024-01-24 23:46:46.998669,TNNT799,Finance
235159,Adah,Other,2002-03-08 04:02:05.800169,Kenya,830.06,7.0,G,50.0,2017-07-24,85.65,2025-12-31 14:14:52.926957,NIIN798,Finance
235160,Tamesha,Male,2001-10-11 02:41:13.026466,Venezuela,971.96,6.9,G,50.0,2018-10-10,76.76,2018-08-27 11:07:42.118062,TTNS754,Business Adm
235161,Greg,Male,2008-03-03 09:35:02.670714,Trinidad & Tobago,779.83,5.7,J,35.0,2015-02-16,78.1,2020-03-21 19:26:11.972137,NINI704,Civil Engg
235162,Zada,Male,2003-03-11 01:35:00.153907,Dominica,797.42,5.2,J,35.0,2021-03-28,73.51,2023-07-10 07:53:34.158265,NNIT791,International Business
235163,Frank,Other,2004-05-04 15:53:15.696666,British Indian Ocean Territory,664.52,8.6,J,35.0,2024-03-17,79.3,2019-07-31 06:15:50.462653,SSSS780,Arts
235164,Jessia,Male,2000-05-02 01:33:25.742216,St. Vincent & Grenadines,508.15,8.0,J,35.0,2019-07-13,75.31,2019-02-01 04:04:45.277464,STTT789,Journalism
235165,Vicente,Female,2007-01-10 17:27:41.269576,São Tomé & Príncipe,516.47,7.5,J,35.0,2025-10-30,71.86,2021-02-05 04:04:15.776725,TNNN757,Civil Engg
235166,Tula,Other,2005-09-15 17:06:56.050208,Falkland Islands,895.73,8.2,C,70.0,2024-09-19,72.39,2021-02-26 09:58:05.619212,UEUE322,Aerospace Engg
235167,Jenae,Other,2005-05-12 12:36:47.363702,Tuvalu,917.96,5.6,J,35.0,2015-06-02,81.81,2020-12-02 08:28:12.098728,TITN718,Finance
235168,Cornelius,Other,2000-05-20 06:04:28.881506,French Southern Territories,561.76,8.7,J,35.0,2022-12-23,94.22,2025-10-24 02:44:55.362657,STSI786,Psychology
235169,Kraig,Other,2007-07-13 12:41:32.258005,South Georgia & South Sandwich Islands,593.48,9.4,J,35.0,2018-07-17,98.82,2020-05-12 23:31:36.394245,NTIN800,Journalism
235170,Yuko,Female,2007-07-19 08:50:26.108295,Romania,726.0,5.8,J,35.0,2025-01-28,70.45,2018-04-17 11:03:24.713648,SIIN772,Electrical Engg
235171,Pete,Female,2004-05-28 10:14:07.316010,Ukraine,616.25,6.3,J,35.0,2021-11-27,81.87,2024-12-04 21:44:15.385790,INST742,Journalism
235172,Mitchell,Other,2004-02-25 23:34:00.948017,Seychelles,569.73,6.9,J,35.0,2015-09-27,80.08,2016-03-12 21:53:31.408570,TSSN786,Philosophy
235173,Lucien,Female,2003-02-28 16:21:08.177241,Rwanda,948.02,6.8,G,50.0,2020-03-07,97.39,2017-03-20 14:49:34.579952,TTTN734,Psychology
235174,Adrian,Male,2005-02-11 06:49:05.876294,Monaco,511.69,6.3,J,35.0,2025-12-30,89.24,2020-11-17 01:16:26.314647,TTNS748,Electrical Engg
235175,Humberto,Female,2006-09-07 09:22:49.765482,Nauru,585.73,6.4,J,35.0,2015-04-14,94.85,2021-06-02 22:30:33.817220,TITI768,Journalism
235176,Heriberto,Female,2006-05-08 09:54:40.537040,Venezuela,553.17,8.8,J,35.0,2025-02-21,90.28,2015-11-13 12:31:31.817214,SITI786,Aerospace Engg
235177,Bart,Female,2000-08-23 09:11:03.164104,Brazil,860.5,7.2,D,65.0,2015-06-01,86.08,2018-02-11 15:16:15.522953,AAJN452,Aerospace Engg
235178,Madalyn,Other,2006-08-17 22:09:58.549274,Panama,594.64,5.2,J,35.0,2015-12-15,94.63,2018-09-19 04:23:36.911854,TTTT793,Civil Engg
235179,Lyndon,Other,2000-11-04 17:27:31.041600,Malawi,961.84,6.1,H,45.0,2020-02-21,90.8,2021-02-04 09:27:52.509844,SNTI705,International Business
235180,Vance,Other,2003-04-01 10:22:42.174193,Qatar,999.35,8.8,A,80.0,2016-08-19,90.68,2017-01-27 18:06:53.344831,NIIN190,Business Adm
235181,Bryce,Other,2009-12-05 23:35:55.055345,Nigeria,823.27,7.4,F,55.0,2024-10-20,71.89,2017-08-20 12:32:08.935027,GTGI625,Business Adm
235182,Rachal,Other,2001-02-14 22:29:57.902665,Kuwait,816.76,6.0,J,35.0,2016-08-03,88.9,2016-01-16 23:41:20.625737,TTIS780,Civil Engg
235183,Sal,Male,2007-12-26 02:15:41.682171,St. Lucia,680.59,5.1,J,35.0,2017-02-06,75.05,2017-09-20 17:59:09.048314,STTN707,Journalism
235184,Bradley,Male,2009-04-11 03:20:14.976821,Portugal,933.29,7.7,B,78.0,2025-08-02,87.92,2021-01-17 04:15:23.033459,AMAM224,Aerospace Engg
235185,Brandon,Other,2003-04-23 12:09:41.986710,Réunion,727.41,5.8,J,35.0,2022-09-01,97.64,2021-05-10 02:25:23.465704,ITTS721,Environmental Sc
235186,Allena,Male,2008-12-01 08:18:08.180777,St. Helena,579.96,8.0,J,35.0,2019-01-31,82.83,2020-05-05 15:54:37.456741,INNN755,Linguistics
235187,Garrett,Female,2006-02-16 09:07:25.209345,South Africa,635.18,6.7,J,35.0,2019-09-01,93.63,2025-02-09 17:16:04.873526,NNTT754,Arts
235188,Joshua,Female,2005-07-13 16:35:16.909115,Cape Verde,591.65,6.9,J,35.0,2016-03-07,91.84,2016-05-21 10:26:42.821606,SSTN745,Computer Engg
235189,Azalee,Female,2002-02-18 19:04:49.079626,Turkey,869.71,8.3,C,70.0,2019-04-09,89.86,2020-01-05 11:45:09.672845,ERER350,Aerospace Engg
235190,Kirby,Male,2006-08-29 07:27:02.676052,Czech Republic,512.61,9.9,J,35.0,2024-05-03,75.87,2017-12-24 10:41:28.096810,NITS722,Computer Engg
235191,Renaldo,Male,2002-02-16 22:34:43.913292,Micronesia,933.32,5.6,J,35.0,2023-02-04,85.13,2024-10-16 08:15:13.622921,NNNI757,Electrical Engg
235192,Markita,Male,2007-08-01 11:08:06.267360,Guadeloupe,987.15,7.8,A,80.0,2022-09-03,80.71,2015-12-18 18:59:56.008955,NNIA166,Electrical Engg
235193,Herschel,Male,2007-06-29 09:08:15.952329,Yemen,678.63,8.3,J,35.0,2021-12-09,78.61,2020-03-02 00:55:09.138355,SITT793,Linguistics
235194,Hilde,Male,2008-02-10 01:51:06.515115,Sint Maarten,785.59,8.8,G,50.0,2017-11-16,79.5,2015-12-16 13:30:27.828065,TITI741,Aerospace Engg
235195,Claude,Female,2010-02-26 06:13:21.821175,Switzerland,857.12,5.8,J,35.0,2018-08-24,80.63,2018-09-11 09:20:55.701795,TNIN758,Psychology
235196,Alyse,Other,2000-03-11 01:54:51.324320,Yemen,596.36,8.2,J,35.0,2022-04-11,77.96,2022-10-30 09:34:12.352716,ITNN786,Aerospace Engg
235197,Norman,Male,2010-04-06 21:44:30.214559,Taiwan,888.13,6.6,G,50.0,2015-10-08,80.82,2019-02-04 05:20:57.563010,NIIN794,Psychology
235198,Fe,Other,2006-04-17 10:52:37.860179,South Africa,769.5,6.1,H,45.0,2019-02-14,85.99,2023-11-11 19:30:00.765382,NTTT752,Computer Engg
235199,Isaiah,Male,2007-10-10 19:23:09.649991,French Southern Territories,638.34,7.9,J,35.0,2022-07-24,86.68,2021-06-19 06:45:13.031739,ISTT753,Civil Engg
235200,Elden,Male,2000-07-30 15:00:56.832375,Cayman Islands,687.34,7.6,J,35.0,2020-09-05,87.36,2022-03-03 04:02:20.282621,NTSS718,Arts
235201,Darin,Male,2003-06-11 19:46:12.302112,Iran,767.55,7.7,G,50.0,2025-12-12,90.79,2018-01-18 20:53:15.115814,TNTS718,Electrical Engg
235202,Jeffie,Other,2010-11-04 23:56:35.325750,Liechtenstein,643.65,7.7,J,35.0,2018-08-31,95.91,2023-03-31 06:27:05.323023,SITI708,Journalism
235203,Cythia,Other,2007-05-17 02:09:14.737240,Nauru,935.26,9.9,B,78.0,2019-05-30,80.08,2024-02-23 21:51:42.540116,RARR285,Civil Engg
235204,Sean,Male,2006-04-17 11:38:02.693467,Malawi,524.43,9.1,J,35.0,2024-08-09,83.31,2022-09-08 07:20:22.791905,NIIT707,Civil Engg
235205,Dorian,Female,2010-06-05 19:27:01.460077,Monaco,867.83,7.9,C,70.0,2021-01-14,81.92,2019-06-17 17:08:27.369234,RURR326,Linguistics
235206,Conception,Female,2000-11-03 12:23:19.590331,Serbia,570.06,9.4,J,35.0,2018-12-08,95.87,2025-05-05 22:41:20.642088,ISNI748,Philosophy
235207,Christopher,Male,2000-10-09 18:34:14.748285,Eritrea,680.27,9.7,I,40.0,2020-06-02,97.89,2016-10-14 21:29:56.087346,NNIT744,Linguistics
235208,Nohemi,Male,2008-04-30 23:28:00.726509,Jersey,766.29,8.8,G,50.0,2018-07-05,84.46,2015-09-27 17:06:21.727255,ITTT784,Linguistics
235209,Erwin,Female,2003-05-18 23:14:44.864807,Brunei,537.26,5.3,J,35.0,2024-03-07,95.45,2018-11-03 11:47:37.067779,TSTN767,Civil Engg
235210,Hans,Male,2003-02-08 14:13:16.944766,Uganda,577.59,9.4,J,35.0,2021-03-09,72.92,2025-01-07 13:24:23.189277,TIIN703,Business Adm
235211,Claretta,Male,2006-06-27 07:18:18.884871,Barbados,812.03,9.6,E,60.0,2015-08-18,98.59,2024-08-27 22:34:56.777858,RASA518,Psychology
235212,Gonzalo,Male,2003-05-22 04:51:16.457116,American Samoa,551.03,5.3,J,35.0,2023-03-25,83.43,2021-04-20 17:01:42.148850,ISNS709,International Business
235213,Federico,Female,2003-08-31 10:30:57.300101,Anguilla,651.73,9.7,I,40.0,2024-03-03,80.28,2024-01-17 20:16:38.478301,ISNN723,Psychology
235214,Deane,Other,2008-06-29 01:58:26.812591,Guinea,939.08,9.9,B,78.0,2019-12-24,80.2,2024-07-30 06:12:32.730205,AEEM286,Arts
235215,Kenny,Male,2006-02-07 15:49:19.294231,Cook Islands,629.93,6.8,J,35.0,2024-04-23,81.39,2019-12-14 09:55:11.535641,TTSI782,Aerospace Engg
235216,Margene,Female,2007-04-30 08:11:37.447463,Gambia,773.99,7.8,G,50.0,2023-02-20,82.53,2016-04-30 01:13:57.423638,TSTN792,Psychology
235217,Laveta,Male,2006-03-10 21:13:01.539087,Pakistan,994.77,6.1,H,45.0,2015-12-18,86.29,2015-06-19 03:58:00.063901,STSS747,Journalism
235218,Katrice,Other,2006-05-08 18:12:17.934695,Marshall Islands,558.36,8.3,J,35.0,2024-09-07,94.52,2021-03-26 19:48:53.369023,NSTS723,Journalism
235219,Gerardo,Other,2000-02-03 12:29:07.103724,Greece,870.7,7.9,C,70.0,2021-12-31,96.17,2020-04-03 12:23:01.938265,RERR383,International Business
235220,Inocencia,Male,2001-06-28 06:58:44.482812,Mauritania,895.4,8.3,C,70.0,2025-06-27,98.56,2015-05-12 00:22:02.370728,UURU302,Environmental Sc
235221,Diego,Female,2010-06-14 16:40:52.907736,Falkland Islands,793.91,5.3,J,35.0,2022-01-10,88.0,2023-09-13 15:21:01.882792,NTNI774,Philosophy
235222,Arianne,Female,2001-09-25 05:06:39.875839,Vietnam,549.98,8.4,J,35.0,2020-10-19,77.41,2025-07-06 18:23:24.409730,TSNS741,Linguistics
235223,Patricia,Other,2003-05-08 01:42:14.795708,American Samoa,710.41,8.7,H,45.0,2019-10-18,70.25,2022-06-26 17:17:40.188722,INTI714,Philosophy
235224,Roscoe,Male,2000-12-15 11:00:53.052592,Togo,598.71,7.9,J,35.0,2017-11-01,86.58,2016-07-08 10:22:52.398247,IIIT732,Journalism
235225,Lewis,Other,2009-04-30 19:51:10.882113,Austria,997.69,9.7,A,80.0,2025-07-07,89.9,2015-07-06 04:59:25.940676,NANN181,Arts
235226,Chasidy,Female,2004-10-30 07:21:39.030901,Chad,910.77,7.6,B,78.0,2024-08-05,82.99,2018-11-09 21:34:29.368928,EEAA298,Electrical Engg
235227,Rivka,Female,2004-01-12 09:17:23.231679,Zimbabwe,671.86,6.5,J,35.0,2018-02-04,98.47,2020-07-24 13:38:13.294806,STSS731,Arts
235228,Beau,Female,2010-10-26 07:32:02.484890,Germany,682.06,7.7,J,35.0,2016-03-28,70.09,2019-08-27 08:13:08.150765,SITN701,Electrical Engg
235229,Randy,Female,2010-07-16 10:17:12.975123,Croatia,796.47,6.8,G,50.0,2018-01-15,93.17,2016-03-06 13:33:39.603695,IIIN714,Computer Engg
235230,Bryon,Male,2009-03-14 17:50:03.420426,Italy,692.34,6.1,J,35.0,2016-10-14,75.18,2020-04-24 14:02:55.664285,NSNI713,Psychology
235231,Chase,Male,2009-08-26 09:50:55.612049,South Africa,790.05,8.6,G,50.0,2019-03-20,88.66,2021-04-22 16:49:27.210491,ITTT728,Arts
235232,Latrina,Male,2001-06-14 21:13:35.174976,South Georgia & South Sandwich Islands,675.83,7.0,J,35.0,2025-01-08,89.54,2020-01-13 03:45:12.860740,ITNN771,Environmental Sc
235233,Dwana,Other,2004-06-21 16:08:27.095535,Singapore,541.64,9.1,J,35.0,2017-05-03,88.65,2025-10-20 22:49:30.759991,NTTT722,Environmental Sc
